번호,기준년월,시도코드,시도이름,시군구코드,시군구이름,행정동코드,행정동이름,법정동코드,법정동이름,출생년도,인구수
2776,22-Jan,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020013200,하기동,2004,1
2777,22-Jan,3000000000,대전광역시,3020000000,유성구,3020060000,관평동,3020014600,관평동,1992,294
2778,22-Jan,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020013400,자운동,1965,1
2779,22-Jan,3000000000,대전광역시,3020000000,유성구,3020054800,노은3동,3020013900,반석동,1999,185
2780,22-Jan,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,1988,450
2781,22-Jan,3000000000,대전광역시,3020000000,유성구,3020054700,노은2동,3020013700,안산동,1967,9
2782,22-Jan,3000000000,대전광역시,3020000000,유성구,3020061000,원신흥동,3020011100,봉명동,1993,124
2783,22-Jan,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010800,세동,1947,5
2784,22-Jan,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010900,송정동,1957,8
2785,22-Jan,3000000000,대전광역시,3020000000,유성구,3020054600,노은1동,3020012000,지족동,1961,78
2786,22-Jan,3000000000,대전광역시,3020000000,유성구,3020054700,노은2동,3020012000,지족동,1988,142
2787,22-Jan,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010700,성북동,1993,3
2788,22-Jan,3000000000,대전광역시,3020000000,유성구,3020060000,관평동,3020014400,용산동,2015,47
2789,22-Jan,3000000000,대전광역시,3020000000,유성구,3020057000,전민동,3020014100,전민동,1921,1
2790,22-Jan,3000000000,대전광역시,3020000000,유성구,3020054800,노은3동,3020012000,지족동,1939,45
2791,22-Jan,3000000000,대전광역시,3020000000,유성구,3020054600,노은1동,3020011900,노은동,1965,201
2792,22-Jan,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020012500,신성동,2012,101
2793,22-Jan,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020013500,신봉동,1974,48
2794,22-Jan,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020011000,방동,1983,2
2795,22-Jan,3000000000,대전광역시,3020000000,유성구,3020057000,전민동,3020014000,문지동,1962,41
2796,22-Jan,3000000000,대전광역시,3020000000,유성구,3020054700,노은2동,3020012000,지족동,1974,288
2797,22-Jan,3000000000,대전광역시,3020000000,유성구,3020054700,노은2동,3020013700,안산동,1937,4
2798,22-Jan,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020013400,자운동,1931,2
2799,22-Jan,3000000000,대전광역시,3020000000,유성구,3020057000,전민동,3020014000,문지동,1965,33
2800,22-Jan,3000000000,대전광역시,3020000000,유성구,3020054600,노은1동,3020012100,죽동,2002,2
2801,22-Jan,3000000000,대전광역시,3020000000,유성구,3020054600,노은1동,3020011900,노은동,2013,182
2802,22-Jan,3000000000,대전광역시,3020000000,유성구,3020052600,학하동,3020010600,계산동,1978,157
2803,22-Jan,3000000000,대전광역시,3020000000,유성구,3020054800,노은3동,3020012000,지족동,2014,414
2804,22-Jan,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2022,1
2805,22-Jan,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020013200,하기동,1935,1
2806,22-Jan,3000000000,대전광역시,3020000000,유성구,3020054700,노은2동,3020013200,하기동,1944,36
2807,22-Jan,3000000000,대전광역시,3020000000,유성구,3020054600,노은1동,3020012100,죽동,1999,1
2808,22-Jan,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020011000,방동,1971,6
2809,22-Jan,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020013000,화암동,1987,2
2810,22-Jan,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010200,교촌동,1983,71
2811,22-Jan,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010200,교촌동,2018,42
2812,22-Jan,3000000000,대전광역시,3020000000,유성구,3020060000,관평동,3020014600,관평동,2020,135
2813,22-Jan,3000000000,대전광역시,3020000000,유성구,3020054600,노은1동,3020011900,노은동,1947,46
2814,22-Jan,3000000000,대전광역시,3020000000,유성구,3020052600,학하동,3020010500,학하동,1976,10
2815,22-Jan,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,1980,193
